['./data_Aug/CT/100.jpg' './data_Aug/Label/100.jpg']
['./data_Aug/CT/461.jpg' './data_Aug/Label/461.jpg']
['./data_Aug/CT/458.jpg' './data_Aug/Label/458.jpg']
['./data_Aug/CT/997.jpg' './data_Aug/Label/997.jpg']
['./data_Aug/CT/64.jpg' './data_Aug/Label/64.jpg']
['./data_Aug/CT/264.jpg' './data_Aug/Label/264.jpg']
['./data_Aug/CT/716.jpg' './data_Aug/Label/716.jpg']
['./data_Aug/CT/228.jpg' './data_Aug/Label/228.jpg']
['./data_Aug/CT/752.jpg' './data_Aug/Label/752.jpg']
['./data_Aug/CT/619.jpg' './data_Aug/Label/619.jpg']
['./data_Aug/CT/312.jpg' './data_Aug/Label/312.jpg']
['./data_Aug/CT/390.jpg' './data_Aug/Label/390.jpg']
['./data_Aug/CT/674.jpg' './data_Aug/Label/674.jpg']
['./data_Aug/CT/57.jpg' './data_Aug/Label/57.jpg']
['./data_Aug/CT/167.jpg' './data_Aug/Label/167.jpg']
['./data_Aug/CT/367.jpg' './data_Aug/Label/367.jpg']
['./data_Aug/CT/718.jpg' './data_Aug/Label/718.jpg']
['./data_Aug/CT/422.jpg' './data_Aug/Label/422.jpg']
['./data_Aug/CT/432.jpg' './data_Aug/Label/432.jpg']
['./data_Aug/CT/652.jpg' './data_Aug/Label/652.jpg']
['./data_Aug/CT/398.jpg' './data_Aug/Label/398.jpg']
['./data_Aug/CT/291.jpg' './data_Aug/Label/291.jpg']
['./data_Aug/CT/576.jpg' './data_Aug/Label/576.jpg']
['./data_Aug/CT/530.jpg' './data_Aug/Label/530.jpg']
['./data_Aug/CT/361.jpg' './data_Aug/Label/361.jpg']
['./data_Aug/CT/267.jpg' './data_Aug/Label/267.jpg']
['./data_Aug/CT/863.jpg' './data_Aug/Label/863.jpg']
['./data_Aug/CT/382.jpg' './data_Aug/Label/382.jpg']
['./data_Aug/CT/43.jpg' './data_Aug/Label/43.jpg']
['./data_Aug/CT/852.jpg' './data_Aug/Label/852.jpg']
['./data_Aug/CT/21.jpg' './data_Aug/Label/21.jpg']
['./data_Aug/CT/352.jpg' './data_Aug/Label/352.jpg']
['./data_Aug/CT/688.jpg' './data_Aug/Label/688.jpg']
['./data_Aug/CT/423.jpg' './data_Aug/Label/423.jpg']
['./data_Aug/CT/876.jpg' './data_Aug/Label/876.jpg']
['./data_Aug/CT/542.jpg' './data_Aug/Label/542.jpg']
['./data_Aug/CT/929.jpg' './data_Aug/Label/929.jpg']
['./data_Aug/CT/424.jpg' './data_Aug/Label/424.jpg']
['./data_Aug/CT/714.jpg' './data_Aug/Label/714.jpg']
['./data_Aug/CT/522.jpg' './data_Aug/Label/522.jpg']
['./data_Aug/CT/658.jpg' './data_Aug/Label/658.jpg']
['./data_Aug/CT/220.jpg' './data_Aug/Label/220.jpg']
['./data_Aug/CT/884.jpg' './data_Aug/Label/884.jpg']
['./data_Aug/CT/691.jpg' './data_Aug/Label/691.jpg']
['./data_Aug/CT/320.jpg' './data_Aug/Label/320.jpg']
['./data_Aug/CT/271.jpg' './data_Aug/Label/271.jpg']
['./data_Aug/CT/758.jpg' './data_Aug/Label/758.jpg']
['./data_Aug/CT/190.jpg' './data_Aug/Label/190.jpg']
['./data_Aug/CT/86.jpg' './data_Aug/Label/86.jpg']
['./data_Aug/CT/91.jpg' './data_Aug/Label/91.jpg']
['./data_Aug/CT/835.jpg' './data_Aug/Label/835.jpg']
['./data_Aug/CT/498.jpg' './data_Aug/Label/498.jpg']
['./data_Aug/CT/28.jpg' './data_Aug/Label/28.jpg']
['./data_Aug/CT/687.jpg' './data_Aug/Label/687.jpg']
['./data_Aug/CT/689.jpg' './data_Aug/Label/689.jpg']
['./data_Aug/CT/125.jpg' './data_Aug/Label/125.jpg']
['./data_Aug/CT/465.jpg' './data_Aug/Label/465.jpg']
['./data_Aug/CT/951.jpg' './data_Aug/Label/951.jpg']
['./data_Aug/CT/733.jpg' './data_Aug/Label/733.jpg']
['./data_Aug/CT/500.jpg' './data_Aug/Label/500.jpg']
['./data_Aug/CT/196.jpg' './data_Aug/Label/196.jpg']
['./data_Aug/CT/837.jpg' './data_Aug/Label/837.jpg']
['./data_Aug/CT/244.jpg' './data_Aug/Label/244.jpg']
['./data_Aug/CT/483.jpg' './data_Aug/Label/483.jpg']
['./data_Aug/CT/443.jpg' './data_Aug/Label/443.jpg']
['./data_Aug/CT/981.jpg' './data_Aug/Label/981.jpg']
['./data_Aug/CT/67.jpg' './data_Aug/Label/67.jpg']
['./data_Aug/CT/729.jpg' './data_Aug/Label/729.jpg']
['./data_Aug/CT/502.jpg' './data_Aug/Label/502.jpg']
['./data_Aug/CT/623.jpg' './data_Aug/Label/623.jpg']
['./data_Aug/CT/805.jpg' './data_Aug/Label/805.jpg']
['./data_Aug/CT/675.jpg' './data_Aug/Label/675.jpg']
['./data_Aug/CT/428.jpg' './data_Aug/Label/428.jpg']
['./data_Aug/CT/979.jpg' './data_Aug/Label/979.jpg']
['./data_Aug/CT/18.jpg' './data_Aug/Label/18.jpg']
['./data_Aug/CT/175.jpg' './data_Aug/Label/175.jpg']
['./data_Aug/CT/471.jpg' './data_Aug/Label/471.jpg']
['./data_Aug/CT/605.jpg' './data_Aug/Label/605.jpg']
['./data_Aug/CT/680.jpg' './data_Aug/Label/680.jpg']
['./data_Aug/CT/546.jpg' './data_Aug/Label/546.jpg']
['./data_Aug/CT/306.jpg' './data_Aug/Label/306.jpg']
